,Name,ID,URL
41,Fabelle Chocolate Boutique...,18323126,https://www.zomato.com/bangalore/fabelle-chocolate-boutique-itc-gardenia-richmond-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0NzkxOTkiLCIxODY5MDIzMSIsIjE4NDMwNzg1IiwiMTg1ODU3MzMiLDE4MzIzMTI2LCIxODQzOTYzNCIsIjE4NjI4ODk3IiwiMTg3MDQ3OTUiLCIxODQyNjM4MSIsIjUwNzQyIiwiMTg1MzQzOTYiLCIxODM5Njc4MiIsNTA4MTIsIjE4NTQzNTQ2IiwiMTg1ODEwODkiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
42,ECHOES Koramangala,18439634,https://www.zomato.com/bangalore/echoes-koramangala-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2OTAyMzEiLCIxODQzMDc4NSIsIjE4NTg1NzMzIiwiMTgzMjMxMjYiLDE4NDM5NjM0LCIxODYyODg5NyIsIjE4NzA0Nzk1IiwiMTg0MjYzODEiLCI1MDc0MiIsIjE4NTM0Mzk2IiwiMTgzOTY3ODIiLDUwODEyLCIxODU0MzU0NiIsIjE4NTgxMDg5IiwiMTgyNzAxNjMiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
43,Avista Cafe Pizzeria,18628897,https://www.zomato.com/bangalore/avista-cafe-pizzeria-hennur-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0MzA3ODUiLCIxODU4NTczMyIsIjE4MzIzMTI2IiwiMTg0Mzk2MzQiLDE4NjI4ODk3LCIxODcwNDc5NSIsIjE4NDI2MzgxIiwiNTA3NDIiLCIxODUzNDM5NiIsIjE4Mzk2NzgyIiw1MDgxMiwiMTg1NDM1NDYiLCIxODU4MTA4OSIsIjE4MjcwMTYzIiwiNTgzNDkiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
44,Output Bengaluru,18704795,https://www.zomato.com/bangalore/output-bengaluru-marathahalli-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1ODU3MzMiLCIxODMyMzEyNiIsIjE4NDM5NjM0IiwiMTg2Mjg4OTciLDE4NzA0Nzk1LCIxODQyNjM4MSIsIjUwNzQyIiwiMTg1MzQzOTYiLCIxODM5Njc4MiIsNTA4MTIsIjE4NTQzNTQ2IiwiMTg1ODEwODkiLCIxODI3MDE2MyIsIjU4MzQ5IiwiMTg0NzY0NjciXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
45,Brewklyn Microbrewery,18426381,https://www.zomato.com/bangalore/brewklyn-microbrewery-1-kalyan-nagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzMjMxMjYiLCIxODQzOTYzNCIsIjE4NjI4ODk3IiwiMTg3MDQ3OTUiLDE4NDI2MzgxLCI1MDc0MiIsIjE4NTM0Mzk2IiwiMTgzOTY3ODIiLDUwODEyLCIxODU0MzU0NiIsIjE4NTgxMDg5IiwiMTgyNzAxNjMiLCI1ODM0OSIsIjE4NDc2NDY3IiwiMTg0OTQwNjQiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
46,Olive Bar And Kitchen,50742,https://www.zomato.com/bangalore/olive-bar-and-kitchen-richmond-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0Mzk2MzQiLCIxODYyODg5NyIsIjE4NzA0Nzk1IiwiMTg0MjYzODEiLDUwNzQyLCIxODUzNDM5NiIsIjE4Mzk2NzgyIiw1MDgxMiwiMTg1NDM1NDYiLCIxODU4MTA4OSIsIjE4MjcwMTYzIiwiNTgzNDkiLCIxODQ3NjQ2NyIsIjE4NDk0MDY0IiwiMTg3ODU0NTgiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
47,Oota Bangalore,18534396,https://www.zomato.com/bangalore/oota-bangalore-whitefield?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2Mjg4OTciLCIxODcwNDc5NSIsIjE4NDI2MzgxIiwiNTA3NDIiLDE4NTM0Mzk2LCIxODM5Njc4MiIsNTA4MTIsIjE4NTQzNTQ2IiwiMTg1ODEwODkiLCIxODI3MDE2MyIsIjU4MzQ5IiwiMTg0NzY0NjciLCIxODQ5NDA2NCIsIjE4Nzg1NDU4Iiw1ODQxM10sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
48,Jalsa Gold,18396782,https://www.zomato.com/bangalore/jalsa-gold-marathahalli?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3MDQ3OTUiLCIxODQyNjM4MSIsIjUwNzQyIiwiMTg1MzQzOTYiLDE4Mzk2NzgyLDUwODEyLCIxODU0MzU0NiIsIjE4NTgxMDg5IiwiMTgyNzAxNjMiLCI1ODM0OSIsIjE4NDc2NDY3IiwiMTg0OTQwNjQiLCIxODc4NTQ1OCIsNTg0MTMsIjE4NjE0OTU5Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
49,Polar Bear,50812,https://www.zomato.com/bangalore/restaurants/polar-bear?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
50,Mugful Of Stories,18543546,https://www.zomato.com/bangalore/mugful-of-stories-kalyan-nagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTA3NDIiLCIxODUzNDM5NiIsIjE4Mzk2NzgyIiw1MDgxMiwxODU0MzU0NiwiMTg1ODEwODkiLCIxODI3MDE2MyIsIjU4MzQ5IiwiMTg0NzY0NjciLCIxODQ5NDA2NCIsIjE4Nzg1NDU4Iiw1ODQxMywiMTg2MTQ5NTkiLDU3MzU1LCI1NDEyNyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
51,Punjab Grill,18581089,https://www.zomato.com/bangalore/punjab-grill-malleshwaram?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1MzQzOTYiLCIxODM5Njc4MiIsNTA4MTIsIjE4NTQzNTQ2IiwxODU4MTA4OSwiMTgyNzAxNjMiLCI1ODM0OSIsIjE4NDc2NDY3IiwiMTg0OTQwNjQiLCIxODc4NTQ1OCIsNTg0MTMsIjE4NjE0OTU5Iiw1NzM1NSwiNTQxMjciLCI1NDUwMyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
52,Roots,18270163,https://www.zomato.com/bangalore/roots-koramangala-1st-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzOTY3ODIiLDUwODEyLCIxODU0MzU0NiIsIjE4NTgxMDg5IiwxODI3MDE2MywiNTgzNDkiLCIxODQ3NjQ2NyIsIjE4NDk0MDY0IiwiMTg3ODU0NTgiLDU4NDEzLCIxODYxNDk1OSIsNTczNTUsIjU0MTI3IiwiNTQ1MDMiLDYxMTExXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
53,Buff Buffet Buff,58349,https://www.zomato.com/bangalore/buff-buffet-buff-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MDgxMiwiMTg1NDM1NDYiLCIxODU4MTA4OSIsIjE4MjcwMTYzIiw1ODM0OSwiMTg0NzY0NjciLCIxODQ5NDA2NCIsIjE4Nzg1NDU4Iiw1ODQxMywiMTg2MTQ5NTkiLDU3MzU1LCI1NDEyNyIsIjU0NTAzIiw2MTExMSw1NzQzOF0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
54,Nasi And Mee,18476467,https://www.zomato.com/bangalore/nasi-and-mee-whitefield?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1NDM1NDYiLCIxODU4MTA4OSIsIjE4MjcwMTYzIiwiNTgzNDkiLDE4NDc2NDY3LCIxODQ5NDA2NCIsIjE4Nzg1NDU4Iiw1ODQxMywiMTg2MTQ5NTkiLDU3MzU1LCI1NDEyNyIsIjU0NTAzIiw2MTExMSw1NzQzOCwiMTgzNTMxMjciXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
55,MISU,18494064,https://www.zomato.com/bangalore/misu-st-marks-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1ODEwODkiLCIxODI3MDE2MyIsIjU4MzQ5IiwiMTg0NzY0NjciLDE4NDk0MDY0LCIxODc4NTQ1OCIsNTg0MTMsIjE4NjE0OTU5Iiw1NzM1NSwiNTQxMjciLCI1NDUwMyIsNjExMTEsNTc0MzgsIjE4MzUzMTI3IiwiNTQwNDQiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
56,Suryawanshi,18785458,https://www.zomato.com/bangalore/suryawanshi-sarjapur-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyNzAxNjMiLCI1ODM0OSIsIjE4NDc2NDY3IiwiMTg0OTQwNjQiLDE4Nzg1NDU4LDU4NDEzLCIxODYxNDk1OSIsNTczNTUsIjU0MTI3IiwiNTQ1MDMiLDYxMTExLDU3NDM4LCIxODM1MzEyNyIsIjU0MDQ0Iiw1MDcyMl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
57,Gilly's Restobar,58413,https://www.zomato.com/bangalore/restaurants/gillys-restobar?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
58,OPUS Club,18614959,https://www.zomato.com/bangalore/opus-club-1-sarjapur-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg0NzY0NjciLCIxODQ5NDA2NCIsIjE4Nzg1NDU4Iiw1ODQxMywxODYxNDk1OSw1NzM1NSwiNTQxMjciLCI1NDUwMyIsNjExMTEsNTc0MzgsIjE4MzUzMTI3IiwiNTQwNDQiLDUwNzIyLCI1MjIxOSIsIjE4Nzk1OTUxIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
59,The Boozy Griffin,57355,https://www.zomato.com/bangalore/restaurants/the-boozy-griffin?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
60,Fenny's Lounge And Kitchen,54127,https://www.zomato.com/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3ODU0NTgiLDU4NDEzLCIxODYxNDk1OSIsNTczNTUsNTQxMjcsIjU0NTAzIiw2MTExMSw1NzQzOCwiMTgzNTMxMjciLCI1NDA0NCIsNTA3MjIsIjUyMjE5IiwiMTg3OTU5NTEiLDUzNTkwLCI1NTA1MCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
61,Prost Brew Pub,54503,https://www.zomato.com/bangalore/prost-brew-pub-koramangala-4th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1ODQxMywiMTg2MTQ5NTkiLDU3MzU1LCI1NDEyNyIsNTQ1MDMsNjExMTEsNTc0MzgsIjE4MzUzMTI3IiwiNTQwNDQiLDUwNzIyLCI1MjIxOSIsIjE4Nzk1OTUxIiw1MzU5MCwiNTUwNTAiLCIxODgwMjY5NiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
62,Milano Ice Cream,61111,https://www.zomato.com/bangalore/restaurants/milano-ice-cream?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
63,Social,57438,https://www.zomato.com/bangalore/restaurants/social?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
64,Delhi Highway,18353127,https://www.zomato.com/bangalore/delhi-highway-indiranagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTQxMjciLCI1NDUwMyIsNjExMTEsNTc0MzgsMTgzNTMxMjcsIjU0MDQ0Iiw1MDcyMiwiNTIyMTkiLCIxODc5NTk1MSIsNTM1OTAsIjU1MDUwIiwiMTg4MDI2OTYiLDE4MzA4NzU2LCIxODI4NzQzMyIsIjE4NzYyNjk5Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
65,The Hole in the Wall Cafe,54044,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTQ1MDMiLDYxMTExLDU3NDM4LCIxODM1MzEyNyIsNTQwNDQsNTA3MjIsIjUyMjE5IiwiMTg3OTU5NTEiLDUzNTkwLCI1NTA1MCIsIjE4ODAyNjk2IiwxODMwODc1NiwiMTgyODc0MzMiLCIxODc2MjY5OSIsNTg1NzZdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
66,Natural Ice Cream,50722,https://www.zomato.com/bangalore/restaurants/natural-ice-cream?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
67,Republic Of Noodles - Lemon...,52219,https://www.zomato.com/bangalore/republic-of-noodles-lemon-tree-premier-ulsoor?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1NzQzOCwiMTgzNTMxMjciLCI1NDA0NCIsNTA3MjIsNTIyMTksIjE4Nzk1OTUxIiw1MzU5MCwiNTUwNTAiLCIxODgwMjY5NiIsMTgzMDg3NTYsIjE4Mjg3NDMzIiwiMTg3NjI2OTkiLDU4NTc2LCIxODcwMTc1NiIsIjUzNTc5Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
68,Mahjong Room - WelcomHotel...,18795951,https://www.zomato.com/bangalore/mahjong-room-welcomhotel-bengaluru-richmond-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzNTMxMjciLCI1NDA0NCIsNTA3MjIsIjUyMjE5IiwxODc5NTk1MSw1MzU5MCwiNTUwNTAiLCIxODgwMjY5NiIsMTgzMDg3NTYsIjE4Mjg3NDMzIiwiMTg3NjI2OTkiLDU4NTc2LCIxODcwMTc1NiIsIjUzNTc5IiwxODM1MzEyMV0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
69,Chili's American Grill & Bar,53590,https://www.zomato.com/bangalore/restaurants/chilis-american-grill-bar?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
70,O.G. Variar & Sons,55050,https://www.zomato.com/bangalore/o-g-variar-sons-rajajinagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MDcyMiwiNTIyMTkiLCIxODc5NTk1MSIsNTM1OTAsNTUwNTAsIjE4ODAyNjk2IiwxODMwODc1NiwiMTgyODc0MzMiLCIxODc2MjY5OSIsNTg1NzYsIjE4NzAxNzU2IiwiNTM1NzkiLDE4MzUzMTIxLCIxODAyMjI2OSIsNTQzOTddLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
71,Tree Tops Bar & Kitchen,18802696,https://www.zomato.com/bangalore/tree-tops-bar-kitchen-lavelle-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTIyMTkiLCIxODc5NTk1MSIsNTM1OTAsIjU1MDUwIiwxODgwMjY5NiwxODMwODc1NiwiMTgyODc0MzMiLCIxODc2MjY5OSIsNTg1NzYsIjE4NzAxNzU2IiwiNTM1NzkiLDE4MzUzMTIxLCIxODAyMjI2OSIsNTQzOTcsIjE4NzEzMzQyIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
72,Hammered,18308756,https://www.zomato.com/bangalore/restaurants/hammered?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
73,The Permit Room,18287433,https://www.zomato.com/bangalore/the-permit-room-brigade-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MzU5MCwiNTUwNTAiLCIxODgwMjY5NiIsMTgzMDg3NTYsMTgyODc0MzMsIjE4NzYyNjk5Iiw1ODU3NiwiMTg3MDE3NTYiLCI1MzU3OSIsMTgzNTMxMjEsIjE4MDIyMjY5Iiw1NDM5NywiMTg3MTMzNDIiLDUxMDM4LCI1MDQ2MiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
74,Rolls & Bowls,18762699,https://www.zomato.com/bangalore/rolls-bowls-brookefield-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTUwNTAiLCIxODgwMjY5NiIsMTgzMDg3NTYsIjE4Mjg3NDMzIiwxODc2MjY5OSw1ODU3NiwiMTg3MDE3NTYiLCI1MzU3OSIsMTgzNTMxMjEsIjE4MDIyMjY5Iiw1NDM5NywiMTg3MTMzNDIiLDUxMDM4LCI1MDQ2MiIsIjE4ODAxMzUyIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
75,Taaza Thindi,58576,https://www.zomato.com/bangalore/restaurants/taaza-thindi?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
76,The Blue Wagon - Kitchen,18701756,https://www.zomato.com/bangalore/the-blue-wagon-kitchen-jayanagar-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsxODMwODc1NiwiMTgyODc0MzMiLCIxODc2MjY5OSIsNTg1NzYsMTg3MDE3NTYsIjUzNTc5IiwxODM1MzEyMSwiMTgwMjIyNjkiLDU0Mzk3LCIxODcxMzM0MiIsNTEwMzgsIjUwNDYyIiwiMTg4MDEzNTIiLCIxODU4NjIwNyIsMTg2MTIzNDhdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19
77,Lavonne,53579,https://www.zomato.com/bangalore/lavonne-indiranagar?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyODc0MzMiLCIxODc2MjY5OSIsNTg1NzYsIjE4NzAxNzU2Iiw1MzU3OSwxODM1MzEyMSwiMTgwMjIyNjkiLDU0Mzk3LCIxODcxMzM0MiIsNTEwMzgsIjUwNDYyIiwiMTg4MDEzNTIiLCIxODU4NjIwNyIsMTg2MTIzNDgsIjU0MDk3Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
78,Flechazo,18353121,https://www.zomato.com/bangalore/restaurants/flechazo?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
79,Stoner,18022269,https://www.zomato.com/bangalore/stoner-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1ODU3NiwiMTg3MDE3NTYiLCI1MzU3OSIsMTgzNTMxMjEsMTgwMjIyNjksNTQzOTcsIjE4NzEzMzQyIiw1MTAzOCwiNTA0NjIiLCIxODgwMTM1MiIsIjE4NTg2MjA3IiwxODYxMjM0OCwiNTQwOTciLCIxODI2MDA2MyIsIjUyMDk4Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
80,Smoke House Deli,54397,https://www.zomato.com/bangalore/restaurants/smoke-house-deli?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
81,One For The Road,18713342,https://www.zomato.com/bangalore/one-for-the-road-nagawara-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTM1NzkiLDE4MzUzMTIxLCIxODAyMjI2OSIsNTQzOTcsMTg3MTMzNDIsNTEwMzgsIjUwNDYyIiwiMTg4MDEzNTIiLCIxODU4NjIwNyIsMTg2MTIzNDgsIjU0MDk3IiwiMTgyNjAwNjMiLCI1MjA5OCIsIjUwNDcxIiw1NjYxOF0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
82,Truffles,51038,https://www.zomato.com/bangalore/restaurants/truffles?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
83,Hard Rock Cafe,50462,https://www.zomato.com/bangalore/hard-rock-cafe-st-marks-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgwMjIyNjkiLDU0Mzk3LCIxODcxMzM0MiIsNTEwMzgsNTA0NjIsIjE4ODAxMzUyIiwiMTg1ODYyMDciLDE4NjEyMzQ4LCI1NDA5NyIsIjE4MjYwMDYzIiwiNTIwOTgiLCI1MDQ3MSIsNTY2MTgsIjE4NjMwNjc4Iiw1MzIxMV0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
84,Punjab Grill,18801352,https://www.zomato.com/bangalore/punjab-grill-whitefield-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1NDM5NywiMTg3MTMzNDIiLDUxMDM4LCI1MDQ2MiIsMTg4MDEzNTIsIjE4NTg2MjA3IiwxODYxMjM0OCwiNTQwOTciLCIxODI2MDA2MyIsIjUyMDk4IiwiNTA0NzEiLDU2NjE4LCIxODYzMDY3OCIsNTMyMTEsIjYwNzczIl0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=
85,The Terrace at Gilly's...,18586207,https://www.zomato.com/bangalore/the-terrace-at-gillys-redefined-koramangala-4th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3MTMzNDIiLDUxMDM4LCI1MDQ2MiIsIjE4ODAxMzUyIiwxODU4NjIwNywxODYxMjM0OCwiNTQwOTciLCIxODI2MDA2MyIsIjUyMDk4IiwiNTA0NzEiLDU2NjE4LCIxODYzMDY3OCIsNTMyMTEsIjYwNzczIiwiNTA4NTciXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
86,XO Belgian Waffle,18612348,https://www.zomato.com/bangalore/restaurants/xo-belgian-waffle?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14
87,Arbor Brewing Company,54097,https://www.zomato.com/ArborBrewIndia?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTA0NjIiLCIxODgwMTM1MiIsIjE4NTg2MjA3IiwxODYxMjM0OCw1NDA5NywiMTgyNjAwNjMiLCI1MjA5OCIsIjUwNDcxIiw1NjYxOCwiMTg2MzA2NzgiLDUzMjExLCI2MDc3MyIsIjUwODU3IiwiMTg3NDQzMjYiLDE4NTQ4MjkzXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
88,Toast & Tonic,18260063,https://www.zomato.com/bangalore/toast-tonic-richmond-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg4MDEzNTIiLCIxODU4NjIwNyIsMTg2MTIzNDgsIjU0MDk3IiwxODI2MDA2MywiNTIwOTgiLCI1MDQ3MSIsNTY2MTgsIjE4NjMwNjc4Iiw1MzIxMSwiNjA3NzMiLCI1MDg1NyIsIjE4NzQ0MzI2IiwxODU0ODI5MywiNTc3MzAiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
89,Brahmin's Coffee Bar,52098,https://www.zomato.com/bangalore/brahmins-coffee-bar-basavanagudi?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1ODYyMDciLDE4NjEyMzQ4LCI1NDA5NyIsIjE4MjYwMDYzIiw1MjA5OCwiNTA0NzEiLDU2NjE4LCIxODYzMDY3OCIsNTMyMTEsIjYwNzczIiwiNTA4NTciLCIxODc0NDMyNiIsMTg1NDgyOTMsIjU3NzMwIiwiMTg2ODI0MzMiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==
